cabin,camera_angle,date,dates,daydate,experiment,genotype,nview,path_http,plant,shooting_frame,task,timestamp,uri,view_type
elcom_c1,"[330, 300, 270, 240, 210, 180, 150, 120, 90, 60, 30, 0, 0]",2016-04-21 10:05:47.140101,"[u'2016-04-21 10:05:47.140101', u'2016-04-21 10:05:46.890087', u'2016-04-21 10:05:46.640072', u'2016-04-21 10:05:46.394058', u'2016-04-21 10:05:46.140044', u'2016-04-21 10:05:45.890029', u'2016-04-21 10:05:45.640015', u'2016-04-21 10:05:45.390001', u'2016-04-21 10:05:45.140986', u'2016-04-21 10:05:44.889972', u'2016-04-21 10:05:44.640958', u'2016-04-21 10:05:44.398944', u'2016-04-21 10:05:44.395944']",2016-04-21,ZA16,T02273_005HE,13,"[u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/70172478-c433-4e2f-bb58-746f0781c4b3.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/79c9b570-fd2a-4b01-ab56-1c69ab69ba16.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/7f123a38-3b5f-4496-bca9-b233e75db572.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/d8ad94b3-5b83-4c36-b523-5d4c0890705c.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/d3816c3f-c751-44f6-9ebf-974ba9f1d1d0.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/3a8e6e15-413f-4390-b9e9-7a7e7b397bbc.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/11c4fd7f-b3a2-473d-bed3-16aea9c4be3b.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/792f05a1-e1ea-4659-9adb-ba6cfb8ac26f.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/45fdea37-5d17-4974-ba26-b73f4f554f2b.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/6dfb6948-22ff-4ed2-a7e4-8fa8652d448a.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/651c5d21-d485-4b63-ab74-99d1ed0dd92d.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/596a509b-6ffb-45bf-a2aa-7e30d132a209.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/9c7982b6-b32e-4c96-ae38-6f5c8bf8b4e4.png']",1760/T02273_005HE/ZM4234/wd-4/1/LOOP_61/ARCH2016-04-15,elcom_2_c1_wide,5138,1461225947,"[u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643488', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643486', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643484', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643483', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643480', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643477', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643476', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643475', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643474', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643473', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643472', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643471', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643470']","[u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'top', u'side']"
elcom_c2,"[330, 300, 270, 240, 210, 180, 150, 120, 90, 60, 30, 0, 0]",2016-04-21 10:04:59.897078,"[u'2016-04-21 10:04:59.897078', u'2016-04-21 10:04:59.647064', u'2016-04-21 10:04:59.399049', u'2016-04-21 10:04:59.147035', u'2016-04-21 10:04:58.897021', u'2016-04-21 10:04:58.649007', u'2016-04-21 10:04:58.396992', u'2016-04-21 10:04:58.147978', u'2016-04-21 10:04:57.897964', u'2016-04-21 10:04:57.647949', u'2016-04-21 10:04:57.397935', u'2016-04-21 10:04:57.154921', u'2016-04-21 10:04:57.152921']",2016-04-21,ZA16,T02258_001NS,13,"[u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/7d8911f5-f47b-403b-9b03-33d916f9fad0.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/97663e70-2203-483d-931c-f9ae0ec41ba2.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/3c6fff3a-ccc8-4285-999f-fe671fa7d5a1.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/4d2543c0-bd84-4c0d-b237-89d758c7a760.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/6ffbad78-047a-4adb-90ba-28dd1a749b37.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/eba8465a-648f-4949-8b04-b1e0753e247c.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/f7b68a95-a212-40f9-9417-b8400992b3d8.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/4bf8f72b-983d-4c87-91e1-8523298b75d1.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/3fe80b2c-938e-41c5-8a12-7b078d9f0266.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/3958e6a8-0602-4d48-9a1c-ea008cfff744.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/c4df21ad-48e7-4d20-804d-84e136f0be45.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/973c3e98-ea21-4c95-9f05-c67eaaa29fdc.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/98b45494-a8b9-425e-b3af-e49d9788a579.png']",1761/T02258_001NS/ZM4223/wd-4/2/LOOP_62/ARCH2016-04-15,elcom_2_c2_wide,5138,1461225899,"[u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643469', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643468', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643467', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643466', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643465', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643464', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643462', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643460', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643458', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643456', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643454', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643452', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643451']","[u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'top']"
elcom_c1,"[330, 300, 270, 240, 210, 180, 150, 120, 90, 60, 30, 0, 0]",2016-04-21 10:03:20.44271,"[u'2016-04-21 10:03:20.44271', u'2016-04-21 10:03:20.191696', u'2016-04-21 10:03:19.945682', u'2016-04-21 10:03:19.691667', u'2016-04-21 10:03:19.441653', u'2016-04-21 10:03:19.196639', u'2016-04-21 10:03:18.941624', u'2016-04-21 10:03:18.69161', u'2016-04-21 10:03:18.443596', u'2016-04-21 10:03:18.191581', u'2016-04-21 10:03:17.941567', u'2016-04-21 10:03:17.699553', u'2016-04-21 10:03:17.698553']",2016-04-21,ZA16,T02258_007HE,13,"[u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/02173889-3e0c-4e3b-89d8-70f669690b1d.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/6fa58b6d-1e23-4271-82f5-da60f6015ea7.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/b267943e-21a0-4cb4-863f-27355498b27e.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/b2ba01dc-ff0c-465f-a96b-4c3b03b0c8eb.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/ef6bcfa1-8676-45eb-b497-ea38b36ce725.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/63d8ae9a-afea-429d-83fb-d5faba354edb.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/65f79f2c-f6af-43ed-9bfb-a906a6558398.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/63032c4d-fbc4-408a-a61c-cdffafeae878.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/ce8486d4-23b1-4ad2-a63d-1ce9b4074a1c.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/65b446e2-bfbd-4c61-8583-c55feee08992.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/c5ae3886-ed2f-4c55-9f37-9e3853893d93.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/f33294c7-008a-4117-8e60-108206e91e9a.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/1879385a-1c4f-4e7f-b977-5185bebb4e65.png']",1762/T02258_007HE/ZM4224/wd-4/3/LOOP_63/ARCH2016-04-15,elcom_2_c1_wide,5138,1461225800,"[u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643411', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643409', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643407', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643405', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643403', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643401', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643398', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643397', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643396', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643395', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643394', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643393', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643392']","[u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'top', u'side']"
elcom_c2,"[330, 300, 270, 240, 210, 180, 150, 120, 90, 60, 30, 0, 0]",2016-04-21 10:02:33.07868,"[u'2016-04-21 10:02:33.07868', u'2016-04-21 10:02:32.827666', u'2016-04-21 10:02:32.579652', u'2016-04-21 10:02:32.328638', u'2016-04-21 10:02:32.077623', u'2016-04-21 10:02:31.830609', u'2016-04-21 10:02:31.577595', u'2016-04-21 10:02:31.32758', u'2016-04-21 10:02:31.077566', u'2016-04-21 10:02:30.827552', u'2016-04-21 10:02:30.577537', u'2016-04-21 10:02:30.334523', u'2016-04-21 10:02:30.332523']",2016-04-21,ZA16,T02280_028HE,13,"[u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/2485db4f-8918-4e0b-9a53-337552ea35ac.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/b63b1541-e806-4a96-b89e-42a366f305b2.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/030d62e4-be83-4a92-89a7-208a4dcd56fc.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/5becf37d-f8c1-427c-870f-0379c7700c6d.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/8dc00a83-b504-4efc-b269-5c4ba38905e9.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/e8ba44c9-d8b8-4873-890b-06a0a9b98176.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/abf42801-172e-4d65-88e5-267530990a16.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/2526e664-2443-4bc4-ad68-3a783117de29.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/d371950c-7040-421f-bd42-ed8eef58f6f7.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/376e634b-81e0-4e4c-9b6a-50cd376d3100.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/75c05d38-bb48-4548-b0ca-237dd1de8f51.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/39280686-939d-4ea2-9fa8-05dc9595f57d.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/379316c9-e5d2-49a1-8035-f00902567cb3.png']",1763/T02280_028HE/ZM4273/wd-4/4/LOOP_64/ARCH2016-04-15,elcom_2_c2_wide,5138,1461225753,"[u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643391', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643390', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643389', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643388', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643387', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643386', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643384', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643382', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643380', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643378', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643376', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643374', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643373']","[u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'top']"
elcom_c1,"[330, 300, 270, 240, 210, 180, 150, 120, 90, 60, 30, 0, 0]",2016-04-21 10:00:53.973333,"[u'2016-04-21 10:00:53.973333', u'2016-04-21 10:00:53.723318', u'2016-04-21 10:00:53.473304', u'2016-04-21 10:00:53.22329', u'2016-04-21 10:00:52.973275', u'2016-04-21 10:00:52.723261', u'2016-04-21 10:00:52.473247', u'2016-04-21 10:00:52.223233', u'2016-04-21 10:00:51.975218', u'2016-04-21 10:00:51.723204', u'2016-04-21 10:00:51.47319', u'2016-04-21 10:00:51.231176', u'2016-04-21 10:00:51.229176']",2016-04-21,ZA16,A188,13,"[u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/50962e88-5b47-4202-86df-e4c54a5940fc.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/b46caed9-2912-489a-a42a-efcb4480a81c.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/cc73283b-d1c4-4091-ac84-e61adb142989.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/01271fc5-1ee8-41f8-981c-581769d15dd2.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/80cf89d1-ebbf-487b-bdbb-8521c3d6d781.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/cf104807-9b6f-4fcd-81e9-c55818ff71ae.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/c6713911-2a34-414d-bcd3-2d2a24b08230.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/636c4c60-2ccb-4938-87ab-60b1a3948d39.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/479f739f-a103-408c-86b1-938be3ee759f.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/21e04d34-139a-45c1-a12e-24fcf6e5b89f.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/a43686b7-f492-41e5-ab59-2f3ea397ba55.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/13ea385b-92a8-4e68-986c-312cafe4dc68.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/6e1b4573-2c87-4da4-aef8-280ecef764eb.png']",1764/A188/ZM4277/wd-4/5/LOOP_65/ARCH2016-04-15,elcom_2_c1_wide,5138,1461225653,"[u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643332', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643330', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643328', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643326', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643324', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643321', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643320', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643319', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643318', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643317', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643316', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643315', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643314']","[u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'top', u'side']"
elcom_c1,"[330, 300, 270, 240, 210, 180, 150, 120, 90, 60, 30, 0, 0]",2016-04-21 10:00:05.14054,"[u'2016-04-21 10:00:05.14054', u'2016-04-21 10:00:04.888525', u'2016-04-21 10:00:04.638511', u'2016-04-21 10:00:04.390497', u'2016-04-21 10:00:04.138482', u'2016-04-21 10:00:03.888468', u'2016-04-21 10:00:03.639454', u'2016-04-21 10:00:03.388439', u'2016-04-21 10:00:03.141425', u'2016-04-21 10:00:02.888411', u'2016-04-21 10:00:02.638396', u'2016-04-21 10:00:02.397383', u'2016-04-21 10:00:02.394382']",2016-04-21,ZA16,T02273_017HE,13,"[u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/69aa068a-ef5e-423f-a75d-1ca286642c72.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/a8b72365-e750-498d-a2b3-45553237c0be.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/a74347dd-861e-42c0-ad43-73bb1b683d5e.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/cd3319cb-2f67-4213-a3a6-a8a35e1cf4b8.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/8dc8c203-f431-4d43-b946-0314e82ec05f.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/062c346d-b43e-4082-bceb-1f1b809182a2.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/b713a7ed-3cb3-4f99-85d4-55f532a257d5.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/6787216d-afa0-4a27-9a51-c267bdaf052c.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/a1137432-9764-454a-b393-dc001f8ca276.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/ab827a72-786a-4e0f-87f5-ccee45834dac.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/cf9e55bf-f271-422e-9adf-eb2bf5ab4ac9.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/32c1e2a8-585f-436d-af45-50bcd4fc58d3.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/89c2cdba-eca5-433b-ba2e-0f06c07cbb49.png']",1765/T02273_017HE/ZM4243/wd-1/6/LOOP_66/ARCH2016-04-15,elcom_2_c1_wide,5138,1461225605,"[u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643307', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643305', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643303', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643301', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643299', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643297', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643294', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643293', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643292', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643291', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643290', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643289', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643288']","[u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'top', u'side']"
elcom_c1,"[330, 300, 270, 240, 210, 180, 150, 120, 90, 60, 30, 0, 0]",2016-04-21 09:58:27.439951,"[u'2016-04-21 09:58:27.439951', u'2016-04-21 09:58:27.189937', u'2016-04-21 09:58:26.939923', u'2016-04-21 09:58:26.689908', u'2016-04-21 09:58:26.439894', u'2016-04-21 09:58:26.19088', u'2016-04-21 09:58:25.939866', u'2016-04-21 09:58:25.689851', u'2016-04-21 09:58:25.441837', u'2016-04-21 09:58:25.189823', u'2016-04-21 09:58:24.939808', u'2016-04-21 09:58:24.697795', u'2016-04-21 09:58:24.694794']",2016-04-21,ZA16,T02273_014HE,13,"[u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/c786b062-bd13-49e1-8903-7dabd6c16449.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/9df598ad-b15b-416a-95cd-6cf331424f0b.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/61d96eab-e1bc-4b4e-a50d-5d9c5e2bc9d0.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/96355137-92bb-4172-8e79-e5c8c6caaab2.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/2fdd8983-67b6-4120-9add-cd12a2e3d5ea.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/816e0a8d-4d6c-495b-ae0a-3fe90300f4da.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/d0ae4890-1bd1-4215-b3d5-24d0315a4260.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/30439ea4-c40d-4302-8f83-bf8543b0db44.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/cbe3275a-e943-4071-b85c-3d184a4f33a1.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/f6369765-3e7e-43e2-a446-bc573e294b68.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/24134c1b-6625-48ec-a100-36eda75e330b.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/5e6a5737-1813-4a8d-ae30-74e149c2c973.png', u'http://stck-lepse.supagro.inra.fr/phenoarch/raw/ARCH2016-04-15/5138/57cdb2b5-d430-46f6-9a96-7a8c529f8bb5.png']",1766/T02273_014HE/ZM4241/wd-1/7/LOOP_67/ARCH2016-04-15,elcom_2_c1_wide,5138,1461225507,"[u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643255', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643253', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643251', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643249', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643247', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643245', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643242', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643241', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643240', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643239', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643238', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643237', u'http://www.phenome-fppn.fr/m3p/arch/2016/ic16000643236']","[u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'side', u'top', u'side']"
