experiment,plant,genotype,scenario,line,position,sowing,first_valid_image,last_valid_image,harvest,plant_leaf_area,viable,representative
ZA16,1344/F7028_H/ZM2707/d15/WW/1/23_24/ARCH2016-04-15,F7028_H,WW,23,24,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1345/B111_H/ZM2944/a34/WW/1/23_25/ARCH2016-04-15,B111_H,WW,23,25,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1346/B84_H/ZM2701/d09/WW/1/23_26/ARCH2016-04-15,B84_H,WW,23,26,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1347/EZ36_H/ZM2815/d102/WW/1/23_27/ARCH2016-04-15,EZ36_H,WW,23,27,2016-05-10,2016-05-17,2016-06-16,2016-06-16,3839.862,True,True
ZA16,1348/AS5707_H/ZM2759/d58/WW/1/23_28/ARCH2016-04-15,AS5707_H,WW,23,28,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1349/PHW65_H/ZM2920/e54/WW/1/23_29/ARCH2016-04-15,PHW65_H,WW,23,29,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1350/LP47_H/ZM4285/p08/WW/3/23_30/ARCH2016-04-15,LP47_H,WW,23,30,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1351/LP33_H/ZM4301/p24/WW/3/23_31/ARCH2016-04-15,LP33_H,WW,23,31,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1352/LP46_H/ZM4322/p45/WW/3/23_32/ARCH2016-04-15,LP46_H,WW,23,32,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1353/LP49_H/ZM4278/p01/WW/3/23_33/ARCH2016-04-15,LP49_H,WW,23,33,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1354/LH82_H/ZM2762/d60/WW/1/23_34/ARCH2016-04-15,LH82_H,WW,23,34,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1355/B73_H/ZM4330/d01/WW/1/23_35/ARCH2016-04-15,B73_H,WW,23,35,2016-05-10,2016-05-17,2016-06-16,2016-06-16,3293.835,True,True
ZA16,1356/EP77_H/ZM2811/d99/WW/1/23_36/ARCH2016-04-15,EP77_H,WW,23,36,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1357/PHG80_H/ZM2913/e53/WW/1/23_37/ARCH2016-04-15,PHG80_H,WW,23,37,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1358/EP10_H/ZM2781/d77/WW/1/23_38/ARCH2016-04-15,EP10_H,WW,23,38,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1359/EZ42_H/ZM2817/d104/WW/1/23_39/ARCH2016-04-15,EZ42_H,WW,23,39,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1360/EC242C_H/ZM2805/d94/WW/1/23_40/ARCH2016-04-15,EC242C_H,WW,23,40,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1361/EP67_H/ZM2809/d97/WW/1/23_41/ARCH2016-04-15,EP67_H,WW,23,41,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1362/Pa36_H/ZM2895/d156/WW/1/23_42/ARCH2016-04-15,Pa36_H,WW,23,42,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1363/EC140_H/ZM2801/d90/WW/1/23_43/ARCH2016-04-15,EC140_H,WW,23,43,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1364/PH207_H/ZM2694/d02/WW/1/23_44/ARCH2016-04-15,PH207_H,WW,23,44,2016-05-10,2016-05-17,2016-06-16,2016-06-16,2983.798,True,True
ZA16,1365/UH_P115_H/ZM2932/e57/WW/1/23_45/ARCH2016-04-15,UH_P115_H,WW,23,45,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1366/NK807_H/ZM2903/e50/WW/1/23_46/ARCH2016-04-15,NK807_H,WW,23,46,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1367/H99_H/ZM2842/d122/WW/1/23_47/ARCH2016-04-15,H99_H,WW,23,47,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1368/LH145_H/ZM2752/e09/WW/1/23_48/ARCH2016-04-15,LH145_H,WW,23,48,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1369/EP29_H/ZM2785/d81/WW/1/23_49/ARCH2016-04-15,EP29_H,WW,23,49,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1370/LAN496_H/ZM2726/d33/WW/1/23_50/ARCH2016-04-15,LAN496_H,WW,23,50,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1371/LH85_H/ZM2974/a32/WW/1/23_51/ARCH2016-04-15,LH85_H,WW,23,51,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1372/B110_H/ZM2792/d85/WW/1/23_52/ARCH2016-04-15,B110_H,WW,23,52,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1373/I261_H/ZM2854/d132/WW/1/23_53/ARCH2016-04-15,I261_H,WW,23,53,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1374/Oh43_H/ZM3251/d03/WW/1/23_54/ARCH2016-04-15,Oh43_H,WW,23,54,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1375/EP52_H/ZM2706/d14/WW/1/23_55/ARCH2016-04-15,EP52_H,WW,23,55,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1376/Pa35_H/ZM2953/d192/WW/1/23_56/ARCH2016-04-15,Pa35_H,WW,23,56,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1377/LP44_H/ZM4289/p12/WW/3/23_57/ARCH2016-04-15,LP44_H,WW,23,57,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1378/PB7_H/ZM2976/a22/WW/1/23_58/ARCH2016-04-15,PB7_H,WW,23,58,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1379/Pa405_H/ZM2715/d22/WW/1/23_59/ARCH2016-04-15,Pa405_H,WW,23,59,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1380/Lo1123_H/ZM2873/e39/WW/1/23_60/ARCH2016-04-15,Lo1123_H,WW,23,60,2016-05-10,2016-05-17,2016-06-16,2016-06-16,4327.983,True,True
ZA16,1381/LP48_H/ZM4279/p02/WW/3/24_01/ARCH2016-04-15,LP48_H,WW,24,1,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1382/B100_H/ZM2711/d19/WW/1/24_02/ARCH2016-04-15,B100_H,WW,24,2,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1383/DK78010_H/ZM2797/e17/WW/1/24_03/ARCH2016-04-15,DK78010_H,WW,24,3,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1384/B89_H/ZM2722/d29/WW/1/24_04/ARCH2016-04-15,B89_H,WW,24,4,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1385/Wf9_H/ZM2942/d188/WW/1/24_05/ARCH2016-04-15,Wf9_H,WW,24,5,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1386/Va26_H/ZM2938/d184/WW/1/24_06/ARCH2016-04-15,Va26_H,WW,24,6,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1387/LP49_H/ZM4278/p01/WW/1/24_07/ARCH2016-04-15,LP49_H,WW,24,7,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1388/HMV5325_H/ZM2750/d50/WW/1/24_08/ARCH2016-04-15,HMV5325_H,WW,24,8,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1389/N16_H/ZM2899/d158/WW/1/24_09/ARCH2016-04-15,N16_H,WW,24,9,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1390/Lo1273_H/ZM2888/d152/WW/1/24_10/ARCH2016-04-15,Lo1273_H,WW,24,10,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1391/PB98TR_H/ZM2753/d52/WW/1/24_11/ARCH2016-04-15,PB98TR_H,WW,24,11,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1392/LH38_H/ZM2716/d23/WW/1/24_12/ARCH2016-04-15,LH38_H,WW,24,12,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1393/LP38_H/ZM4293/p16/WW/1/24_13/ARCH2016-04-15,LP38_H,WW,24,13,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1394/11430_H/ZM2788/d84/WW/1/24_14/ARCH2016-04-15,11430_H,WW,24,14,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1395/PHG86_H/ZM2747/e07/WW/1/24_15/ARCH2016-04-15,PHG86_H,WW,24,15,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1396/YUBC1a_H/ZM2989/a21/WW/1/24_16/ARCH2016-04-15,YUBC1a_H,WW,24,16,2016-05-10,2016-05-17,2016-06-16,2016-06-16,3267.878,True,True
ZA16,1397/PHG39_H/ZM2731/d37/WW/1/24_17/ARCH2016-04-15,PHG39_H,WW,24,17,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1398/HMV5405_H/ZM2734/d39/WW/1/24_18/ARCH2016-04-15,HMV5405_H,WW,24,18,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1399/F284_H/ZM2969/a13/WW/1/24_19/ARCH2016-04-15,F284_H,WW,24,19,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1400/F874_H/ZM2834/d114/WW/1/24_20/ARCH2016-04-15,F874_H,WW,24,20,2016-05-10,2016-05-17,2016-06-16,2016-06-16,3762.946,True,True
ZA16,1401/EZ47_H/ZM2698/d06/WW/1/24_21/ARCH2016-04-15,EZ47_H,WW,24,21,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1402/F7059_H/ZM2966/a10/WW/1/24_22/ARCH2016-04-15,F7059_H,WW,24,22,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1403/LH123Ht_H/ZM2857/d135/WW/1/24_23/ARCH2016-04-15,LH123Ht_H,WW,24,23,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1404/UH_P060_H/ZM2927/d177/WW/1/24_24/ARCH2016-04-15,UH_P060_H,WW,24,24,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1405/LP30_H/ZM4311/p34/WW/3/24_25/ARCH2016-04-15,LP30_H,WW,24,25,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1406/I267_H/ZM2855/d133/WW/1/24_26/ARCH2016-04-15,I267_H,WW,24,26,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1407/F335_H/ZM2971/a16/WW/1/24_27/ARCH2016-04-15,F335_H,WW,24,27,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1408/PHT77_H/ZM2918/d171/WW/1/24_28/ARCH2016-04-15,PHT77_H,WW,24,28,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1409/MS153_H/ZM2699/d07/WW/1/24_29/ARCH2016-04-15,MS153_H,WW,24,29,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1410/UH_P087_H/ZM2930/d180/WW/1/24_30/ARCH2016-04-15,UH_P087_H,WW,24,30,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1411/LP6_H/ZM4299/p22/WW/3/24_31/ARCH2016-04-15,LP6_H,WW,24,31,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1412/PHG50_H/ZM2911/e51/WW/1/24_32/ARCH2016-04-15,PHG50_H,WW,24,32,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1413/UH_P064_H/ZM2928/d178/WW/1/24_33/ARCH2016-04-15,UH_P064_H,WW,24,33,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1414/Lo1270_H/ZM2887/d151/WW/1/24_34/ARCH2016-04-15,Lo1270_H,WW,24,34,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1415/F918_H/ZM2757/d56/WW/1/24_35/ARCH2016-04-15,F918_H,WW,24,35,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1416/UH304_H/ZM2937/e60/WW/1/24_36/ARCH2016-04-15,UH304_H,WW,24,36,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1417/Lo1301_H/ZM2896/e46/WW/1/24_37/ARCH2016-04-15,Lo1301_H,WW,24,37,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1418/F353_H/ZM2775/d71/WW/1/24_38/ARCH2016-04-15,F353_H,WW,24,38,2016-05-10,2016-05-17,2016-06-16,2016-06-16,3607.755,True,True
ZA16,1419/LP23_H/ZM4288/p11/WW/1/24_39/ARCH2016-04-15,LP23_H,WW,24,39,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1420/LP18_H/ZM4292/p15/WW/1/24_40/ARCH2016-04-15,LP18_H,WW,24,40,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1421/Lo1199_H/ZM2879/e41/WW/1/24_41/ARCH2016-04-15,Lo1199_H,WW,24,41,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1422/NS701_H/ZM2905/d161/WW/1/24_42/ARCH2016-04-15,NS701_H,WW,24,42,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1423/UH_P024_H/ZM2926/e56/WW/1/24_43/ARCH2016-04-15,UH_P024_H,WW,24,43,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1424/LH74_H/ZM2733/e03/WW/1/24_44/ARCH2016-04-15,LH74_H,WW,24,44,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1425/I211_H/ZM2850/d129/WW/1/24_45/ARCH2016-04-15,I211_H,WW,24,45,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1426/B104_H/ZM2721/d28/WW/1/24_46/ARCH2016-04-15,B104_H,WW,24,46,2016-05-10,2016-05-17,2016-06-16,2016-06-16,3769.297,True,True
ZA16,1427/DKMBST_H/ZM2800/d89/WW/1/24_47/ARCH2016-04-15,DKMBST_H,WW,24,47,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1428/FP1_H/ZM2838/d118/WW/1/24_48/ARCH2016-04-15,FP1_H,WW,24,48,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1429/F924_H/ZM2735/d40/WW/1/24_49/ARCH2016-04-15,F924_H,WW,24,49,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1430/F7058_H/ZM2830/e26/WW/1/24_50/ARCH2016-04-15,F7058_H,WW,24,50,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1431/LP34_H/ZM4325/p48/WW/1/24_51/ARCH2016-04-15,LP34_H,WW,24,51,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1432/EZ37_H/ZM2713/e01/WW/1/24_52/ARCH2016-04-15,EZ37_H,WW,24,52,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1433/PHH93_H/ZM2766/e11/WW/1/24_53/ARCH2016-04-15,PHH93_H,WW,24,53,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1434/F05101_H/ZM2825/d109/WW/1/24_54/ARCH2016-04-15,F05101_H,WW,24,54,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1435/EC232_H/ZM2725/d32/WW/1/24_55/ARCH2016-04-15,EC232_H,WW,24,55,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1436/Mo17_H/ZM2738/d43/WW/1/24_56/ARCH2016-04-15,Mo17_H,WW,24,56,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1437/HMV5422_H/ZM2729/d35/WW/1/24_57/ARCH2016-04-15,HMV5422_H,WW,24,57,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1438/UH_P074_H/ZM2929/d179/WW/1/24_58/ARCH2016-04-15,UH_P074_H,WW,24,58,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1439/UH_6151_H/ZM2979/a25/WW/1/24_59/ARCH2016-04-15,UH_6151_H,WW,24,59,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1440/W182B_H/ZM2987/a19/WW/1/24_60/ARCH2016-04-15,W182B_H,WW,24,60,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1441/NK764_H/ZM2902/e49/WW/1/25_01/ARCH2016-04-15,NK764_H,WW,25,1,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1442/LP14_H/ZM4321/p44/WW/1/25_02/ARCH2016-04-15,LP14_H,WW,25,2,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1443/A188_H/ZM2958/a05/WW/1/25_03/ARCH2016-04-15,A188_H,WW,25,3,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1444/F712_H/ZM2749/e08/WW/1/25_04/ARCH2016-04-15,F712_H,WW,25,4,2016-05-10,2016-05-17,2016-06-16,2016-06-16,4499.734,True,True
ZA16,1445/Lo1290_H/ZM2894/e45/WW/1/25_05/ARCH2016-04-15,Lo1290_H,WW,25,5,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1446/LP12_H/ZM4304/p27/WW/1/25_06/ARCH2016-04-15,LP12_H,WW,25,6,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1447/F354_H/ZM2841/d121/WW/1/25_07/ARCH2016-04-15,F354_H,WW,25,7,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1448/F922_H/ZM2837/d117/WW/1/25_08/ARCH2016-04-15,F922_H,WW,25,8,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1449/W33_H/ZM4328/a20/WW/1/25_09/ARCH2016-04-15,W33_H,WW,25,9,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1450/LP25_H/ZM4302/p25/WW/1/25_10/ARCH2016-04-15,LP25_H,WW,25,10,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1451/LP26_H/ZM4324/p47/WW/1/25_11/ARCH2016-04-15,LP26_H,WW,25,11,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1452/A158_H/ZM2957/a03/WW/1/25_12/ARCH2016-04-15,A158_H,WW,25,12,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1453/W9_H/ZM2739/d44/WW/1/25_13/ARCH2016-04-15,W9_H,WW,25,13,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1454/A310_H/ZM2700/d08/WW/1/25_14/ARCH2016-04-15,A310_H,WW,25,14,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1455/LP24_H/ZM4314/p37/WW/3/25_15/ARCH2016-04-15,LP24_H,WW,25,15,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1456/F912_H/ZM2703/d11/WW/1/25_16/ARCH2016-04-15,F912_H,WW,25,16,2016-05-10,2016-05-17,2016-06-16,2016-06-16,5090.738,True,True
ZA16,1457/LP41_H/ZM4287/p10/WW/1/25_17/ARCH2016-04-15,LP41_H,WW,25,17,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1458/LP20_H/ZM4295/p18/WW/3/25_18/ARCH2016-04-15,LP20_H,WW,25,18,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1459/LP1_H/ZM4309/p32/WW/3/25_19/ARCH2016-04-15,LP1_H,WW,25,19,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1460/N25_H/ZM2744/d48/WW/1/25_20/ARCH2016-04-15,N25_H,WW,25,20,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1461/W117_H/ZM2939/d185/WW/1/25_21/ARCH2016-04-15,W117_H,WW,25,21,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1462/PHJ40_H/ZM2915/d168/WW/1/25_22/ARCH2016-04-15,PHJ40_H,WW,25,22,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1463/UH_P128_H/ZM2764/d62/WW/1/25_23/ARCH2016-04-15,UH_P128_H,WW,25,23,2016-05-10,2016-05-17,2016-06-16,2016-06-16,3872.733,True,True
ZA16,1464/F604_H/ZM2964/a08/WW/1/25_24/ARCH2016-04-15,F604_H,WW,25,24,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1465/Lo1124_H/ZM2874/e40/WW/1/25_25/ARCH2016-04-15,Lo1124_H,WW,25,25,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1466/Pa91_H/ZM2778/d74/WW/1/25_26/ARCH2016-04-15,Pa91_H,WW,25,26,2016-05-10,2016-05-17,2016-06-16,2016-06-16,3829.464,True,True
ZA16,1467/DK2MA22_H/ZM2946/a35/WW/1/25_27/ARCH2016-04-15,DK2MA22_H,WW,25,27,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1468/W153R_H/ZM2818/d105/WW/1/25_28/ARCH2016-04-15,W153R_H,WW,25,28,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1469/EC169_H/ZM2803/d92/WW/1/25_29/ARCH2016-04-15,EC169_H,WW,25,29,2016-05-10,2016-05-17,2016-06-16,2016-06-16,3396.368,True,True
ZA16,1470/UH_P131_H/ZM2984/a29/WW/1/25_30/ARCH2016-04-15,UH_P131_H,WW,25,30,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1471/F04402_H/ZM2822/d108/WW/1/25_31/ARCH2016-04-15,F04402_H,WW,25,31,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1472/Lo1251_H/ZM2883/d147/WW/1/25_32/ARCH2016-04-15,Lo1251_H,WW,25,32,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1473/Pa374_H/ZM2954/a39/WW/1/25_33/ARCH2016-04-15,Pa374_H,WW,25,33,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1474/HMV5409_H/ZM2846/d125/WW/1/25_34/ARCH2016-04-15,HMV5409_H,WW,25,34,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1475/X061_H/ZM2943/d189/WW/1/25_35/ARCH2016-04-15,X061_H,WW,25,35,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1476/LP20_H/ZM4295/p18/WW/1/25_36/ARCH2016-04-15,LP20_H,WW,25,36,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1477/PHV63_H/ZM2919/d172/WW/1/25_37/ARCH2016-04-15,PHV63_H,WW,25,37,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1478/UH_6179_H/ZM2925/d176/WW/1/25_38/ARCH2016-04-15,UH_6179_H,WW,25,38,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1479/Lo1038_H/ZM2865/d139/WW/1/25_39/ARCH2016-04-15,Lo1038_H,WW,25,39,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1480/PHG83_H/ZM2743/d47/WW/1/25_40/ARCH2016-04-15,PHG83_H,WW,25,40,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1481/B73_H_tem/ZM4115/d01/WW/1/25_41/ARCH2016-04-15,B73_H_tem,WW,25,41,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1482/A3_H/ZM2789/e13/WW/1/25_42/ARCH2016-04-15,A3_H,WW,25,42,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1483/Lo1106_H/ZM2872/e38/WW/1/25_43/ARCH2016-04-15,Lo1106_H,WW,25,43,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1484/Lo1035_H/ZM2864/d138/WW/1/25_44/ARCH2016-04-15,Lo1035_H,WW,25,44,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1485/LP37_H/ZM4307/p30/WW/1/25_45/ARCH2016-04-15,LP37_H,WW,25,45,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1486/CR1Ht_H/ZM2794/e16/WW/1/25_46/ARCH2016-04-15,CR1Ht_H,WW,25,46,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1487/PHK76_H/ZM2780/d76/WW/1/25_47/ARCH2016-04-15,PHK76_H,WW,25,47,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1488/DKFBHJ_H/ZM2770/d66/WW/1/25_48/ARCH2016-04-15,DKFBHJ_H,WW,25,48,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1489/X697_H/ZM2909/d165/WW/1/25_49/ARCH2016-04-15,X697_H,WW,25,49,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1490/UH_P066_H/ZM2983/a28/WW/1/25_50/ARCH2016-04-15,UH_P066_H,WW,25,50,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1491/F04702_H/ZM2824/e24/WW/1/25_51/ARCH2016-04-15,F04702_H,WW,25,51,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1492/B14a_H/ZM2945/d190/WW/1/25_52/ARCH2016-04-15,B14a_H,WW,25,52,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1493/W182E_H/ZM2940/d186/WW/1/25_53/ARCH2016-04-15,W182E_H,WW,25,53,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1494/F1819_H/ZM2968/a12/WW/1/25_54/ARCH2016-04-15,F1819_H,WW,25,54,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1495/A554_H/ZM2908/d164/WW/1/25_55/ARCH2016-04-15,A554_H,WW,25,55,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1496/F752_H/ZM2833/d113/WW/1/25_56/ARCH2016-04-15,F752_H,WW,25,56,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
ZA16,1497/Lo1026_H/ZM2863/e33/WW/1/25_57/ARCH2016-04-15,Lo1026_H,WW,25,57,2016-05-10,2016-05-17,2016-06-16,2016-06-16,,True,True
